protein1	protein2	cost
PMAIP1	MCL1	0.0434783
PMAIP1	BCL2L1	0.316528
PMAIP1	BAX	0.598835
RAB11FIP4	RAB11A	0.302096
RAB11FIP4	RAB11FIP5	0.581499
RAB11FIP4	GFI1B	0.594442
RAB11FIP4	KIAA0368	0.594442
RAB11FIP4	ARF6	0.429349
RAB11FIP4	RAB11FIP3	0.594442
RAB11FIP4	UBC	0.598835
RAB11FIP4	TSG101	0.472754
RAB11FIP4	RAB11FIP2	0.581499
RAB11FIP4	RACGAP1	0.561127
INSIG2	JUP	0.598835
INSIG2	LGALS7B	0.598835
INSIG2	PSMC5	0.45648
INSIG2	HSPA8	0.598835
INSIG2	UBQLN2	0.598835
INSIG2	PSMC3	0.561127
INSIG2	RNF139	0.598835
INSIG2	BAG6	0.598835
INSIG2	SCAP	0.410771
INSIG2	PSMD4	0.598835
INSIG2	PSMD12	0.598835
INSIG2	UBQLN1	0.598835
INSIG2	HSPA5	0.598835
INSIG2	PSMA2	0.598835
INSIG2	PSMC6	0.598835
INSIG2	DSP	0.598835
INSIG2	VCP	0.45648
INSIG2	INSIG1	0.598835
INSIG2	HSPA1B	0.598835
INSIG2	PSMB3	0.598835
INSIG2	HMGCR	0.598835
INSIG2	PSMC2	0.598835
INSIG2	PSMD11	0.598835
INSIG2	PSMB1	0.561127
INSIG2	RNF5	0.392016
INSIG2	ENO1	0.598835
INSIG2	SREBF1	0.598835
INSIG2	PSMA7	0.561127
INSIG2	RPN1	0.598835
INSIG2	AMFR	0.598835
INSIG2	UBC	0.410771
INSIG2	PSMD14	0.598835
INSIG2	ADRM1	0.598835
INSIG2	HSPA6	0.598835
INSIG2	PSMD13	0.598835
INSIG2	FAF2	0.598835
FSTL3	ADAM8	0.561127
FSTL3	SMAD4	0.85922
FSTL3	ADAM12	0.377032
FSTL3	MSTN	0.441751
FSTL3	UBC	0.598835
FSTL3	FN1	0.73985
CPXM2	SMAD9	0.763579
PYROXD2	APPBP2	0.392016
PYROXD2	MYL4	0.492989
PYROXD2	CSNK2B	0.492989
LASP1	LZTS2	0.392016
LASP1	PLSCR1	0.492989
LASP1	THAP1	0.443583
LASP1	ARHGEF15	0.443583
LASP1	DAZAP2	0.512276
LASP1	TCF4	0.443583
LASP1	KRTAP4-2	0.443583
LASP1	PRKG2	0.830932
LASP1	CD81	0.598835
LASP1	SPRY2	0.392016
LASP1	ATXN1	0.594442
LASP1	FHL3	0.452941
LASP1	ZBTB9	0.392016
LASP1	CCDC8	0.598835
LASP1	PSMA3	0.443583
LASP1	ZYX	0.328233
LASP1	LPP	0.598835
LASP1	RHOXF2	0.392016
LASP1	TJP2	0.423609
LASP1	ACD	0.594442
LASP1	PPP3CA	0.561127
LASP1	CDK7	0.830932
LASP1	TRIP13	0.173425
LASP1	TINF2	0.594442
LASP1	FXR2	0.392016
LASP1	TERF1	0.594442
LASP1	ACTB	0.830932
LASP1	PRKG1	0.830932
LASP1	MDFI	0.279626
LASP1	SUMO2	0.598835
LASP1	TRIM27	0.392016
LASP1	ACTC1	0.830932
LASP1	ZC2HC1A	0.392016
LASP1	ZDHHC17	0.472754
LASP1	UBC	0.0850096
LASP1	SEPT3	0.443583
LASP1	POT1	0.594442
LASP1	FN1	0.598835
LASP1	GOLGA2	0.392016
LASP1	REL	0.392016
LASP1	PRKAR2B	0.830932
LASP1	ACTA1	0.85922
ARHGAP31	CDC42	0.73985
ARHGAP31	RAC1	0.516503
ARHGAP31	ITSN1	0.598835
ARHGAP31	SMURF1	0.85922
ARHGAP31	TGFBR1	0.85922
SEC61A2	CFTR	0.598835
SEC61A2	PHB	0.598835
SEC61A2	USP19	0.598835
SEC61A2	APOB	0.85922
SEC61A2	CLN3	0.598835
SEC61A2	UBC	0.221602
TOP2B	PML	0.598835
TOP2B	ESR1	0.410771
TOP2B	PARP1	0.598835
TOP2B	OBSL1	0.598835
TOP2B	RANBP2	0.45648
TOP2B	RARA	0.45648
TOP2B	SNRNP200	0.654948
TOP2B	SMARCB1	0.654948
TOP2B	SMARCC1	0.654948
TOP2B	UBE2I	0.290969
TOP2B	SNRPE	0.654948
TOP2B	TP53	0.45648
TOP2B	HDAC2	0.45648
TOP2B	SUMO1	0.234646
TOP2B	CUL5	0.598835
TOP2B	EIF6	0.598835
TOP2B	MAPK3	0.85922
TOP2B	IK	0.654948
TOP2B	HNRNPR	0.654948
TOP2B	SMARCD2	0.654948
TOP2B	RPA2	0.598835
TOP2B	BAZ1B	0.436465
TOP2B	SEPT7	0.654948
TOP2B	NOTCH1	0.598835
TOP2B	TOP2A	0.401749
TOP2B	RBM14-RBM4	0.654948
TOP2B	SRRM1	0.598835
TOP2B	SFPQ	0.654948
TOP2B	HDAC1	0.283617
TOP2B	MSH2	0.654948
TOP2B	MTA2	0.598835
TOP2B	SMARCA2	0.654948
TOP2B	SMARCE1	0.654948
TOP2B	SMARCA4	0.654948
TOP2B	S100A9	0.654948
TOP2B	RPA3	0.598835
TOP2B	SMARCC2	0.654948
TOP2B	RPA1	0.598835
TOP2B	NEDD8	0.598835
TOP2B	HDAC3	0.654948
TOP2B	XRCC5	0.85922
TOP2B	SUMO3	0.410771
TOP2B	SUMO2	0.165007
TOP2B	ERG	0.45648
TOP2B	CD3E	0.441751
TOP2B	TOPBP1	0.519696
TOP2B	CUL7	0.598835
TOP2B	UBC	0.0739219
TOP2B	XPO1	0.830932
TOP2B	USF1	0.598835
TOP2B	NCSTN	0.654948
TOP2B	CSNK2B	0.581499
TOP2B	XPC	0.654948
KCNE1	KCNH2	0.598835
KCNE1	KCNQ1	0.33794
KCNE1	TPM3	0.443583
KCNE1	PRKCA	0.85922
KCNE1	ADRB2	0.472754
KCNE1	UBASH3A	0.443583
FAM129B	PAWR	0.654948
FAM129B	TSN	0.654948
FAM129B	CORO1C	0.654948
FAM129B	VPS35	0.654948
FAM129B	H3F3B	0.654948
FAM129B	DNM1L	0.654948
FAM129B	GTF2A1	0.654948
FAM129B	TARS	0.654948
FAM129B	SHMT1	0.654948
FAM129B	SNX2	0.654948
FAM129B	ZYX	0.654948
FAM129B	VPS29	0.654948
FAM129B	KEAP1	0.598835
FAM129B	GLUL	0.654948
FAM129B	SNX6	0.654948
FAM129B	ZNF512B	0.492989
FAM129B	VPS26A	0.654948
FAM129B	SUMO2	0.598835
FAM129B	UBC	0.120851
FAM129B	PAPOLA	0.654948
FAM129B	DDI2	0.654948
FAM129B	PUF60	0.654948
FAM129B	NUDC	0.654948
FAM129B	HTATSF1	0.654948
MEGF11	ATN1	0.565996
SMU1	LSM4	0.594442
SMU1	OBSL1	0.598835
SMU1	CUL3	0.598835
SMU1	RANBP2	0.654948
SMU1	RNPS1	0.654948
SMU1	SRSF1	0.654948
SMU1	CUL4B	0.598835
SMU1	IK	0.374252
SMU1	HNRNPU	0.654948
SMU1	SRSF11	0.654948
SMU1	GRB2	0.598835
SMU1	TPBG	0.654948
SMU1	TFPI	0.654948
SMU1	CD2BP2	0.492989
SMU1	PRPF8	0.654948
SMU1	VTN	0.654948
SMU1	ACIN1	0.654948
SMU1	SF3B3	0.654948
SMU1	SRSF5	0.654948
SMU1	EMD	0.654948
SMU1	RABEP1	0.654948
SMU1	CUL7	0.598835
SMU1	UBC	0.0739219
SMU1	HNRNPC	0.654948
SMU1	RBM39	0.654948
SMU1	RAE1	0.598835
SMU1	NCSTN	0.654948
SMU1	SRSF10	0.654948
SMU1	SAP18	0.654948
SMU1	MATR3	0.654948
SMU1	SRSF3	0.654948
SMU1	COMMD3-BMI1	0.598835
SMU1	YBX1	0.492989
SMU1	ZC3H18	0.654948
SMU1	SIRT7	0.598835
SMU1	MFAP1	0.492989
SMU1	SAFB	0.654948
SMU1	KDM4B	0.654948
SMU1	LSM8	0.492989
SMU1	LUC7L3	0.654948
SMU1	MRFAP1L1	0.298752
SMU1	PHGDH	0.654948
G6PC	NSL1	0.594442
G6PC	CDH16	0.594442
G6PC	SNX13	0.594442
G6PC	FOXO1	0.85922
DEDD2	RBFOX2	0.594442
DEDD2	NR2E3	0.594442
DEDD2	CFLAR	0.289938
DEDD2	DEDD	0.282438
DEDD2	CDK6	0.441963
DEDD2	HNRNPAB	0.594442
DEDD2	RHOXF2	0.594442
DEDD2	CDCA7L	0.594442
DEDD2	ATG16L1	0.598835
DEDD2	CASP10	0.598835
DEDD2	GTF3C3	0.414959
DEDD2	CASP8	0.332937
ARFGAP2	ESR1	0.598835
ARFGAP2	VCP	0.598835
ARFGAP2	UBC	0.298244
MAP7	PASK	0.598835
MAP7	RNF219	0.598835
MAP7	PCBD1	0.598835
MAP7	RECQL	0.654948
MAP7	TRPV4	0.398358
MAP7	SH3KBP1	0.598835
MAP7	TERF1	0.594442
MAP7	MRE11A	0.654948
MAP7	GPRASP2	0.598835
MAP7	UBC	0.598835
MAP7	POT1	0.594442
MAP7	DHX9	0.654948
MAP7	YBX3	0.654948
TCEAL2	NR3C1	0.598835
TCEAL2	CUL4B	0.598835
TCEAL2	APP	0.561127
TCEAL2	NELFB	0.598835
TCEAL2	ERBB2	0.63215
TCEAL2	PHB	0.598835
TCEAL2	FBXO25	0.561127
TCEAL2	TCEAL1	0.598835
TCEAL2	USP11	0.598835
TCEAL2	TCEAL4	0.598835
TCEAL2	AURKA	0.598835
TCEAL2	UBC	0.221602
TCEAL2	TFCP2	0.598835
TCEAL2	NEDD4L	0.561127
TCEAL2	SRPK1	0.561127
ST6GALNAC4	SPATA20	0.594442
ST6GALNAC4	BAG3	0.598835
SPRR2A	SRC	0.331584
SPRR2A	ITK	0.441963
SPRR2A	HCK	0.561127
SPRR2A	DLG4	0.561127
SPRR2A	AKT2	0.594442
SPRR2A	YES1	0.441963
SPRR2A	EVPL	0.85922
SPRR2A	CTTN	0.441963
SPRR2A	CRK	0.441963
SPRR2A	ABL1	0.561127
SPRR2A	PEX13	0.561127
SPRR2A	RNF2	0.598835
SPRR2A	WRAP73	0.598835
SUMF2	H2AFX	0.598835
SUMF2	ZFYVE9	0.530378
SUMF2	ZDHHC17	0.594442
SUMF2	CACNA1A	0.594442
SUMF2	UBC	0.221602
SUMF2	FBXW7	0.530378
STIM2	PRKAB2	0.598835
STIM2	PRKAA2	0.598835
STIM2	PRPF40A	0.594442
STIM2	CALM3	0.561127
STIM2	STIM1	0.571676
STIM2	UBC	0.598835
RPS26	NCL	0.654948
RPS26	RPL9	0.654948
RPS26	HSP90AB1	0.654948
RPS26	ESR1	0.598835
RPS26	RPL22	0.654948
RPS26	DYNC1LI2	0.654948
RPS26	AGO4	0.598835
RPS26	RPS11	0.654948
RPS26	NELFCD	0.598835
RPS26	NDRG1	0.467367
RPS26	WDR26	0.654948
RPS26	HLA-B	0.598835
RPS26	RPS4X	0.47326
RPS26	RPS2	0.47326
RPS26	RPS19	0.47326
RPS26	RPLP1	0.654948
RPS26	MDM2	0.598835
RPS26	DYNC1I2	0.654948
RPS26	RPS16	0.47326
RPS26	GH1	0.598835
RPS26	MOV10	0.654948
RPS26	ILF3	0.654948
RPS26	RNPS1	0.598835
RPS26	LYAR	0.598835
RPS26	RPL10L	0.654948
RPS26	KIAA0368	0.654948
RPS26	TP53	0.410771
RPS26	EIF3CL	0.654948
RPS26	RPS10	0.47326
RPS26	RPS3	0.47326
RPS26	RPLP2	0.654948
RPS26	RPL11	0.654948
RPS26	RPL7A	0.654948
RPS26	RPL31	0.654948
RPS26	RPL23A	0.654948
RPS26	RHOT2	0.654948
RPS26	PRKCDBP	0.654948
RPS26	EIF3K	0.654948
RPS26	ILF2	0.654948
RPS26	RPL19	0.654948
RPS26	RPS3A	0.47326
RPS26	RPL14	0.654948
RPS26	SLC25A1	0.654948
RPS26	RPL12	0.654948
RPS26	UBL4A	0.598835
RPS26	APP	0.561127
RPS26	RPS14	0.47326
RPS26	HNRNPU	0.654948
RPS26	RPS8	0.47326
RPS26	EIF3A	0.654948
RPS26	EIF1B	0.598835
RPS26	RPS21	0.654948
RPS26	PAN2	0.598835
RPS26	RPS18	0.654948
RPS26	RPS9	0.654948
RPS26	TUFM	0.654948
RPS26	RPL30	0.654948
RPS26	RPL7	0.654948
RPS26	RPL32	0.654948
RPS26	RPS20	0.47326
RPS26	TSR2	0.183883
RPS26	PNO1	0.654948
RPS26	RPL27	0.654948
RPS26	SERBP1	0.654948
RPS26	EP300	0.598835
RPS26	EED	0.598835
RPS26	PPT2	0.654948
RPS26	PSTPIP1	0.598835
RPS26	HNRNPM	0.654948
RPS26	RPS6	0.47326
RPS26	RPS23	0.47326
RPS26	RPS15A	0.47326
RPS26	NDUFAF2	0.654948
RPS26	RPL8	0.654948
RPS26	PRUNE2	0.654948
RPS26	RPS27	0.654948
RPS26	FAU	0.47326
RPS26	PINX1	0.598835
RPS26	RPL4	0.654948
RPS26	RPL10	0.654948
RPS26	RPS7	0.654948
RPS26	RPS5	0.47326
RPS26	RPS28	0.654948
RPS26	NEDD8	0.598835
RPS26	RPL24	0.654948
RPS26	ECE1	0.654948
RPS26	RPS25	0.47326
RPS26	WIBG	0.654948
RPS26	RPSA	0.654948
RPS26	RPL18A	0.654948
RPS26	EIF4A1	0.654948
RPS26	MRPS11	0.654948
RPS26	RPL37A	0.654948
RPS26	RNF2	0.598835
RPS26	RPL15	0.654948
RPS26	RPS27A	0.654948
RPS26	RPS12	0.47326
RPS26	RPLP0	0.654948
RPS26	CDH2	0.654948
RPS26	MAGEB2	0.475767
RPS26	CUL7	0.598835
RPS26	UBC	0.0511203
RPS26	RPS13	0.47326
RPS26	SND1	0.654948
RPS26	DHX9	0.654948
RPS26	RPS15	0.654948
RPS26	RPS17	0.654948
RPS26	RPS29	0.654948
RPS26	RPL6	0.654948
RPS26	BYSL	0.654948
RPS26	FN1	0.598835
RPS26	TMEM165	0.654948
RPS26	RPL29	0.654948
RPS26	RPL10A	0.654948
RPS26	RPS24	0.47326
RPS26	SIRT7	0.598835
RPS26	CIAO1	0.598835
RPS26	TSR1	0.654948
RPS26	RPL5	0.654948
RPS26	RPL21	0.654948
RPS26	RPL3	0.654948
RPS26	RPL23	0.654948
RPS26	ACTA2	0.654948
RPS26	TRAF6	0.598835
RPS26	NENF	0.654948
RPS26	RPL17-C18ORF32	0.654948
RPS26	RPL18	0.654948
RPS26	CNBP	0.598835
E2F8	E2F7	0.475767
E2F8	APP	0.561127
E2F8	FHL3	0.392016
E2F8	LZTR1	0.594442
E2F8	EWSR1	0.594442
E2F8	ZDHHC17	0.492989
E2F8	TFCP2	0.443583
TRMT6	CAND1	0.598835
TRMT6	CUL3	0.598835
TRMT6	FOXJ1	0.492989
TRMT6	VPS35	0.654948
TRMT6	OGFR	0.654948
TRMT6	ATP6V1B2	0.654948
TRMT6	HHEX	0.492989
TRMT6	UBC	0.165007
TRMT6	KIAA1598	0.654948
TRMT6	TRMT61A	0.426716
ST5	SMAD2	0.594442
ST5	ABL1	0.561127
ST5	GRB2	0.598835
ST5	SFN	0.598835
ST5	UBC	0.561127
ENTPD6	ATXN1	0.594442
ENTPD6	GSK3B	0.594442
ENTPD6	UBC	0.598835
FLAD1	SMN2	0.594442
FLAD1	RCC1	0.594442
FLAD1	CDKN1A	0.413476
FLAD1	TCF4	0.443583
FLAD1	TK1	0.594442
FLAD1	ANXA7	0.594442
FLAD1	DAK	0.654948
FLAD1	GRB7	0.594442
FLAD1	NUDT21	0.594442
FLAD1	SORD	0.654948
FLAD1	SDCBP	0.443583
FLAD1	PRTFDC1	0.594442
FLAD1	ICT1	0.598835
FLAD1	UBC	0.598835
FLAD1	TNRC6B	0.598835
FLAD1	REL	0.443583
FLAD1	GEMIN4	0.594442
FLAD1	TRIM23	0.594442
ADPRHL2	FRA10AC1	0.492989
ADPRHL2	HSPB1	0.63215
ADPRHL2	UBC	0.410771
ADPRHL2	HEXDC	0.530378
UBL4B	MEOX2	0.443583
UBL4B	TRAF4	0.392016
MEST	ZNF205	0.594442
MEST	BAG6	0.594442
MEST	CEP70	0.594442
MEST	SNX7	0.63215
MEST	CMTM3	0.594442
MEST	APP	0.561127
MEST	FST	0.594442
MEST	BLOC1S2	0.594442
MEST	KIFAP3	0.594442
MEST	ING5	0.594442
MEST	ABCD3	0.598835
MEST	SMYD3	0.598835
MEST	CD300C	0.594442
MEST	HGS	0.561127
MEST	CRELD2	0.594442
MEST	FEZ1	0.594442
MEST	DBN1	0.594442
MEST	MPZL2	0.594442
MEST	ZNF579	0.594442
DIP2C	PCBD1	0.594442
DIP2C	UBC	0.410771
EGFL7	NOTCH3	0.594442
EGFL7	GFI1B	0.594442
EGFL7	NOTCH2	0.594442
EGFL7	NOTCH4	0.594442
EGFL7	NOTCH1	0.458237
EGFL7	LOXL2	0.73224
EGFL7	UBC	0.598835
EGFL7	SMARCD1	0.594442
RPS6KA1	NR4A1	0.85922
RPS6KA1	HSP90AB1	0.410771
RPS6KA1	ESR1	0.561127
RPS6KA1	CAPN1	0.654948
RPS6KA1	GINS2	0.654948
RPS6KA1	CREB1	0.561127
RPS6KA1	CARHSP1	0.561127
RPS6KA1	PDPK1	0.765937
RPS6KA1	PPM1G	0.492989
RPS6KA1	MVD	0.654948
RPS6KA1	RPS6KA3	0.598835
RPS6KA1	HSP90AA1	0.410771
RPS6KA1	TSC2	0.323872
RPS6KA1	CDKN1B	0.349822
RPS6KA1	LDHB	0.654948
RPS6KA1	NFKBIA	0.216741
RPS6KA1	L1CAM	0.830932
RPS6KA1	NR4A3	0.85922
RPS6KA1	ENAH	0.598835
RPS6KA1	NPEPPS	0.654948
RPS6KA1	BAD	0.561127
RPS6KA1	CEBPB	0.830932
RPS6KA1	EEF2	0.654948
RPS6KA1	KYNU	0.654948
RPS6KA1	METTL1	0.85922
RPS6KA1	MAPK1	0.113836
RPS6KA1	MITF	0.830932
RPS6KA1	MAPK3	0.598835
RPS6KA1	CREBBP	0.348018
RPS6KA1	PEPD	0.654948
RPS6KA1	GBP2	0.364713
RPS6KA1	MAPT	0.561127
RPS6KA1	LOC101930123	0.391175
RPS6KA1	RPS6KA2	0.598835
RPS6KA1	DLC1	0.561127
RPS6KA1	VCP	0.492989
RPS6KA1	VASP	0.45648
RPS6KA1	MXD1	0.441963
RPS6KA1	GRB2	0.830932
RPS6KA1	POLDIP3	0.441963
RPS6KA1	RPS6	0.561127
RPS6KA1	GRN	0.598835
RPS6KA1	YWHAB	0.387412
RPS6KA1	GNS	0.654948
RPS6KA1	RPTOR	0.561127
RPS6KA1	MTOR	0.85922
RPS6KA1	CFL1	0.492989
RPS6KA1	MASTL	0.598835
RPS6KA1	PHAX	0.492989
RPS6KA1	GMFB	0.830932
RPS6KA1	NEDD8	0.598835
RPS6KA1	SRF	0.719821
RPS6KA1	LDHA	0.654948
RPS6KA1	EEF1D	0.85922
RPS6KA1	ACACA	0.598835
RPS6KA1	SRSF5	0.492989
RPS6KA1	TLK2	0.598835
RPS6KA1	CNDP2	0.654948
RPS6KA1	MPP1	0.594442
RPS6KA1	TOB2	0.830932
RPS6KA1	EIF4H	0.654948
RPS6KA1	GSK3B	0.561127
RPS6KA1	PGD	0.654948
RPS6KA1	CASP7	0.654948
RPS6KA1	UBC	0.0739219
RPS6KA1	SYK	0.85922
RPS6KA1	TOB1	0.388868
RPS6KA1	ETV1	0.684052
RPS6KA1	PDCD4	0.561127
RPS6KA1	TTK	0.594442
RPS6KA1	EIF4B	0.561127
RPS6KA1	FOS	0.794225
RPS6KA1	MAGI1	0.763579
RPS6KA1	CSNK2B	0.598835
RPS6KA1	YBX1	0.45648
RPS6KA1	ATXN3	0.594442
RPS6KA1	TSC1	0.598835
RPS6KA1	DDAH2	0.492989
RPS6KA1	FGFR1	0.830932
RPS6KA1	PPP1R3A	0.830932
RPS6KA1	CCT4	0.492989
RPS6KA1	GSR	0.654948
ENTPD3	SYNE4	0.392016
RRP12	ESR1	0.598835
RRP12	OBSL1	0.598835
RRP12	CAND1	0.598835
RRP12	CUL3	0.598835
RRP12	TARBP2	0.598835
RRP12	CSNK2A1	0.561127
RRP12	DDX56	0.598835
RRP12	VCP	0.598835
RRP12	RBM28	0.654948
RRP12	COPS5	0.598835
RRP12	EED	0.598835
RRP12	COPS6	0.598835
RRP12	CUL1	0.598835
RRP12	HDAC11	0.598835
RRP12	LIN28A	0.598835
RRP12	RNF2	0.598835
RRP12	SUMO2	0.598835
RRP12	POLR3F	0.654948
RRP12	AP2M1	0.594442
RRP12	CUL7	0.598835
RRP12	UBC	0.0850096
RRP12	FOS	0.598835
RRP12	COMMD3-BMI1	0.598835
RRP12	MAP3K14	0.598835
RRP12	SIRT7	0.598835
RRP12	RPL5	0.654948
RRP12	LGR4	0.598835
CT45A9	S100B	0.63215
CT45A9	CREB3	0.63215
CT45A9	SDCBP	0.443583
CT45A9	SDCBP2	0.334452
ENO2	TUBA4A	0.452941
ENO2	ST3GAL2	0.452941
ENO2	CAND1	0.598835
ENO2	PNP	0.654948
ENO2	C16ORF45	0.530378
ENO2	CUL3	0.598835
ENO2	SIGIRR	0.452941
ENO2	RAB1A	0.654948
ENO2	SUMO4	0.585069
ENO2	CUL4B	0.598835
ENO2	SUMO1	0.598835
ENO2	UBD	0.598835
ENO2	UBE2C	0.492989
ENO2	HSF1	0.452941
ENO2	RCN1	0.654948
ENO2	PPP1CC	0.598835
ENO2	AKT1	0.598835
ENO2	CDK2	0.598835
ENO2	HK1	0.594442
ENO2	CUL1	0.598835
ENO2	ACD	0.594442
ENO2	ASB9	0.598835
ENO2	PPP1CA	0.598835
ENO2	C6ORF47	0.452941
ENO2	TINF2	0.594442
ENO2	CUL2	0.598835
ENO2	EXOC5	0.443583
ENO2	TERF1	0.594442
ENO2	NAT9	0.452941
ENO2	MAP4	0.594442
ENO2	NDUFS7	0.452941
ENO2	UBC	0.0581152
ENO2	EFHD2	0.654948
ENO2	ENSA	0.594442
ENO2	SNUPN	0.452941
ENO2	IL17B	0.452941
ENO2	COASY	0.654948
ENO2	POT1	0.594442
ENO2	ASB5	0.598835
ENO2	HABP4	0.452941
ENO2	GMPS	0.654948
ENO2	ANXA11	0.452941
ENO2	A2M	0.594442
INSC	GPSM1	0.85922
INSC	PARD3	0.85922
INSC	GPSM2	0.85922
INSC	PARD3B	0.85922
INSC	LNX1	0.594442
FRYL	MMS19	0.598835
FRYL	BAK1	0.475767
FRYL	HOMER3	0.594442
FRYL	PELI2	0.594442
FRYL	NOTCH1	0.598835
FRYL	SLMAP	0.598835
FRYL	YWHAG	0.475767
FRYL	YWHAB	0.303488
FRYL	DISC1	0.594442
FRYL	UBC	0.221602
FRYL	SIRT7	0.598835
FRYL	GRK5	0.598835
MATN4	MATN1	0.561127
MATN4	MATN2	0.561127
MATN4	HAX1	0.598835
MATN4	MATN3	0.561127
FCF1	SRPK2	0.561127
PASK	HSP90AB1	0.598835
PASK	PRKRIR	0.598835
PASK	HJURP	0.598835
PASK	EMILIN3	0.598835
PASK	OBSL1	0.598835
PASK	LMNB1	0.561127
PASK	AGO2	0.598835
PASK	CREB1	0.441963
PASK	TRMT2A	0.598835
PASK	RAB11FIP1	0.561127
PASK	HSP90AA1	0.598835
PASK	BAG6	0.598835
PASK	AGO1	0.598835
PASK	PRPF6	0.598835
PASK	IKBKAP	0.598835
PASK	SENP5	0.598835
PASK	RAB4A	0.561127
PASK	ZNF638	0.598835
PASK	MAPT	0.561127
PASK	HSPB1	0.561127
PASK	ZBTB21	0.598835
PASK	KRT8	0.561127
PASK	IQGAP3	0.598835
PASK	MKI67	0.598835
PASK	KCNH2	0.561127
PASK	LAS1L	0.598835
PASK	EIF4ENIF1	0.561127
PASK	TAF6L	0.598835
PASK	RECQL4	0.598835
PASK	ZNF628	0.598835
PASK	STK16	0.598835
PASK	RPS6	0.441963
PASK	NCF1	0.561127
PASK	WDR5	0.598835
PASK	IL2RA	0.561127
PASK	GYS1	0.561127
PASK	NLK	0.598835
PASK	FXN	0.561127
PASK	PHKB	0.441963
PASK	PSMB1	0.598835
PASK	PRR14L	0.598835
PASK	ZBTB24	0.598835
PASK	FGA	0.561127
PASK	VTN	0.561127
PASK	PFKFB1	0.561127
PASK	CEP78	0.598835
PASK	NFATC4	0.561127
PASK	FBL	0.598835
PASK	MET	0.561127
PASK	ZNF768	0.598835
PASK	PKIA	0.561127
PASK	AP1G1	0.598835
PASK	FAM120A	0.598835
PASK	UBC	0.410771
PASK	PIAS1	0.561127
PASK	RAD50	0.598835
PASK	PDX1	0.561127
PASK	LMNA	0.561127
PASK	NOL9	0.598835
PASK	GTF3C2	0.598835
PASK	EEF1A1	0.561127
PASK	ZNF574	0.598835
PASK	NOM1	0.598835
SF3B1	TRMT112	0.654948
SF3B1	HNRNPK	0.654948
SF3B1	ESR1	0.598835
SF3B1	USP39	0.654948
SF3B1	SNRPD1	0.654948
SF3B1	OBSL1	0.598835
SF3B1	CAND1	0.598835
SF3B1	TARDBP	0.654948
SF3B1	CCNE1	0.598835
SF3B1	CFLAR	0.598835
SF3B1	CUL3	0.598835
SF3B1	RBM17	0.441963
SF3B1	EPRS	0.654948
SF3B1	NELFE	0.598835
SF3B1	MDM2	0.410771
SF3B1	SNRNP200	0.654948
SF3B1	EIF4A3	0.598835
SF3B1	BRF2	0.598835
SF3B1	ILF3	0.654948
SF3B1	RNPS1	0.598835
SF3B1	CSNK2A1	0.561127
SF3B1	SF3B2	0.312498
SF3B1	DYRK1A	0.830932
SF3B1	EFTUD2	0.654948
SF3B1	SRSF1	0.654948
SF3B1	ARRB2	0.598835
SF3B1	SSR3	0.654948
SF3B1	PHF5A	0.436465
SF3B1	MCM6	0.654948
SF3B1	TUBA1B	0.654948
SF3B1	SNRPA1	0.654948
SF3B1	WBP4	0.561127
SF3B1	UBD	0.598835
SF3B1	TPM1	0.654948
SF3B1	ILF2	0.654948
SF3B1	PLRG1	0.594442
SF3B1	SF3A3	0.654948
SF3B1	SF3B6	0.220117
SF3B1	H3F3B	0.598835
SF3B1	YWHAE	0.598835
SF3B1	SF3B5	0.436465
SF3B1	HNRNPR	0.654948
SF3B1	SNRNP40	0.598835
SF3B1	IKBKE	0.598835
SF3B1	PRPF40A	0.561127
SF3B1	CALM3	0.561127
SF3B1	TIMM13	0.654948
SF3B1	MCM2	0.654948
SF3B1	RPA2	0.598835
SF3B1	SMNDC1	0.598835
SF3B1	BAZ1B	0.598835
SF3B1	FBXO6	0.598835
SF3B1	CCDC8	0.598835
SF3B1	PPP1R8	0.398358
SF3B1	COPS5	0.598835
SF3B1	TOX4	0.654948
SF3B1	SNRPA	0.654948
SF3B1	EED	0.598835
SF3B1	TFPI	0.654948
SF3B1	SRRM2	0.654948
SF3B1	SMURF1	0.598835
SF3B1	RBM14-RBM4	0.654948
SF3B1	ZNF326	0.654948
SF3B1	HNRNPM	0.654948
SF3B1	RBMX	0.654948
SF3B1	TCERG1	0.391484
SF3B1	CUL1	0.598835
SF3B1	TOP1	0.447066
SF3B1	YWHAG	0.598835
SF3B1	SMAD9	0.594442
SF3B1	SFPQ	0.654948
SF3B1	YWHAZ	0.598835
SF3B1	SSBP1	0.654948
SF3B1	SART3	0.598835
SF3B1	TOPORS	0.598835
SF3B1	PPP1CA	0.730265
SF3B1	ARF6	0.598835
SF3B1	MELK	0.85922
SF3B1	TMED9	0.654948
SF3B1	NUDT21	0.594442
SF3B1	PRPF8	0.654948
SF3B1	SNRPB2	0.654948
SF3B1	SMAD1	0.553316
SF3B1	VTN	0.654948
SF3B1	TRIM24	0.654948
SF3B1	RPA3	0.598835
SF3B1	SNIP1	0.406262
SF3B1	SSRP1	0.654948
SF3B1	SURF4	0.654948
SF3B1	SNRPN	0.598835
SF3B1	SF3B3	0.312498
SF3B1	C11ORF58	0.594442
SF3B1	RPA1	0.598835
SF3B1	CCT6A	0.654948
SF3B1	HDAC3	0.598835
SF3B1	U2AF1	0.654948
